id,revenue
3001,37048168.40313839
3002,8882250.149693083
3003,12516043.41904268
3004,15915680.503941266
3005,2284994.7196623613
3006,2597272.7569185747
3007,809142.6305115502
3008,85939601.50844924
3009,27160723.18162791
3010,432696774.81416786
3011,72851.33633582413
3012,129810.24647442743
3013,25069736.706577063
3014,177303.1346277634
3015,51973869.476841025
3016,25549.290369100276
3017,202014854.84095782
3018,66209703.01897703
3019,53610923.932348214
3020,1225517209.7835848
3021,40298722.62204146
3022,51835511.80588492
3023,58349.816142487536
3024,5588451.653118639
3025,180856.94730290087
3026,100980950.73332225
3027,1698964.3143568651
3028,58530366.27463361
3029,146576.83902655324
3030,17384243.19557264
3031,9717352.992029926
3032,4042430.777402381
3033,1173.5041798509
3034,382080.52441024955
3035,152887.08459139036
3036,2347075.294002044
3037,177821167.10040975
3038,21045939.682115808
3039,4719125.548336256
3040,866563.2724441556
3041,13511502.498215778
3042,646473.3400681801
3043,8580904.845080063
3044,1731451.3203632103
3045,1104192027.890728
3046,475639.4139975815
3047,1068273.9969246609
3048,23918493.421755712
3049,39483761.57588513
3050,72209184.62333378
3051,238.11851586445272
3052,15341788.926146002
3053,664044.7431961602
3054,184553.98743458104
3055,148992421.6830336
3056,11105.052110709292
3057,26011917.112917196
3058,188724629.30198136
3059,97809.60961671938
3060,138353749.3849345
3061,79771678.8676201
3062,132443512.28192347
3063,64315932.71041585
3064,69984424.6898208
3065,52289059.355388984
3066,115395545.88004687
3067,1352339.3136815906
3068,200197619.39078996
3069,112037303.83140606
3070,435291.73443849856
3071,2282044.4569826503
3072,647037841.0764179
3073,879946.3942457527
3074,2097627.894796611
3075,29296893.40574534
3076,471830145.458763
3077,3382125.7189767105
3078,86010707.33731161
3079,14597184.866108213
3080,133873254.11319827
3081,29936862.56578259
3082,12712237.706993716
3083,6131189.719684689
3084,4818.639995536032
3085,43480700.50449682
3086,23971565.92447292
3087,20589.46248378107
3088,152158.38563168969
3089,16898.25788131149
3090,10902240.616006233
3091,9911782.046353612
3092,8445620.331457514
3093,207663870.7261524
3094,87945642.75575912
3095,66650794.31579842
3096,6496182.985709233
3097,1196780076.420429
3098,17594348.11698959
3099,60750451.41935267
3100,2756172.1958774505
3101,10723305.689861506
3102,1137235.9663814865
3103,351175.66597586276
3104,9113979.542644989
3105,63110643.490243025
3106,49046986.6159794
3107,34734392.066075936
3108,2418394.294930794
3109,12350079.158543961
3110,157193108.90187982
3111,787439.9527037576
3112,183442.061479548
3113,1979523.7111574493
3114,24001369.05998649
3115,16277178.65399153
3116,21115218.63710447
3117,63163.69075566045
3118,1264549.3401314614
3119,123646741.55781135
3120,160032931.3054655
3121,1905189.4552113663
3122,2515772.908107688
3123,17591640.036340583
3124,181508.5970312581
3125,96126.76886889097
3126,46766927.76538985
3127,20487616.857192613
3128,16615961.437805435
3129,219248804.1808603
3130,17097149.597976834
3131,1931755.1033887824
3132,3639780.6275364333
3133,101049.82023298155
3134,10067966.78072657
3135,6707783.55175148
3136,1159779.5925201434
3137,59270367.19642175
3138,469048.7921973242
3139,13335035.703268515
3140,82620301.76927038
3141,7451599.57956871
3142,122432.64879983618
3143,130808352.57981822
3144,3431414.2420996157
3145,10081049.201327942
3146,807596.1896046796
3147,22384704.712308716
3148,934474.3245391017
3149,18246052.839626826
3150,44939773.11206971
3151,1875771.096607017
3152,6301629.133947969
3153,174152.06872326668
3154,1573540.1255818673
3155,15228144.53435001
3156,7417314.207004992
3157,21019490.14148596
3158,164822991.9728192
3159,15190234.933935609
3160,31427069.848827545
3161,52633.023270411206
3162,592040.2658259905
3163,117564132.78691642
3164,14881450.873790683
3165,23418.50332840281
3166,705881.8412539752
3167,227599224.72834787
3168,980900.8271876541
3169,26111980.344492715
3170,10448042.247640371
3171,30706533.175546646
3172,10060521.946832642
3173,735167.7738651455
3174,557761.1915369275
3175,2763059.6628273153
3176,15541445.533954417
3177,55160742.27424758
3178,824277.4757614986
3179,9309076.753594344
3180,279190.834989328
3181,242034.1477308006
3182,350604328.40657914
3183,26928373.779373918
3184,55419880.53232633
3185,11838259.453712068
3186,70169736.82834907
3187,6310750.189388439
3188,6432742.7378794225
3189,12526337.561876584
3190,10864307.253620718
3191,10720303.905970482
3192,1355200.7659346114
3193,622388921.9706637
3194,41277247.318064004
3195,71692.18511507925
3196,2108734.115015806
3197,3328337.087024403
3198,164697562.26779914
3199,348271921.46145535
3200,35825621.30221917
3201,659309.3083477999
3202,44738559.27938403
3203,3885059.5435046637
3204,2515268.39918538
3205,521350.05227759085
3206,12544499.083345378
3207,17364324.27310514
3208,4617862.103683741
3209,1465367.4509999226
3210,1077789279.9361277
3211,478541.2070638564
3212,29016445.493962374
3213,83108510.36486997
3214,6021890.496717916
3215,1205848.8574881079
3216,4007799.356716705
3217,634426626.3184505
3218,537535.453445358
3219,3078369.6261249413
3220,37444431.480484836
3221,15384234.163142437
3222,25538.79165023362
3223,12951546.034765312
3224,8296.503610034391
3225,22769815.935564365
3226,928856.1155541798
3227,40876721.987685904
3228,189146906.8057571
3229,61939396.414247915
3230,14324924.4872736
3231,66238422.73967705
3232,19056151.18314728
3233,837364.8610658514
3234,945481.9047800604
3235,2059934.9105962648
3236,129082.7968494021
3237,15035804.530290995
3238,705420.8717197791
3239,87123.08829406888
3240,341435955.1045855
3241,4494979.713376427
3242,31478015.049577717
3243,1490224.9542297677
3244,264172.89433810493
3245,2433587.450097108
3246,23430554.661103617
3247,10171839.019513149
3248,67285861.07305723
3249,43611410.8614747
3250,355234808.44998896
3251,330275.2566782922
3252,7631636.470060546
3253,57058871.58044288
3254,2257325.038880114
3255,33360.875405985644
3256,25924189.931271333
3257,7532380.656599235
3258,3917310.817777742
3259,50056687.35209544
3260,899898.3790382361
3261,653544313.4660789
3262,38168802.72597242
3263,6513376.170548188
3264,79939.5499651423
3265,57873.79211063825
3266,44642.11599719165
3267,10391150.468723565
3268,104873.97409173229
3269,47901207.745144114
3270,39611962.291517094
3271,620213.5574002858
3272,4445723.522016098
3273,12601057.653334446
3274,666901637.4682251
3275,33116878.021279298
3276,241649.06462347234
3277,120005854.28962627
3278,36049818.83590784
3279,1889796.3862935498
3280,333264560.72806925
3281,298165.44746848027
3282,5719875.064293083
3283,424813377.1802955
3284,61520001.187071614
3285,40474181.8267129
3286,124419.4745102793
3287,3383263.879939738
3288,8952470.914390177
3289,37694385.892535664
3290,36387726.1626302
3291,2353428.2596931327
3292,330187003.1516269
3293,23591880.88658309
3294,17786568.930925973
3295,2222947.3083616914
3296,8843198.383075373
3297,369506.4872269751
3298,19323309.976620037
3299,5807085.534921767
3300,28827365.118604966
3301,130121.05503213817
3302,1638223.744908757
3303,382321.29180141113
3304,16758533.391003285
3305,175306489.73258877
3306,184113.3646009729
3307,18329951.230794795
3308,43384496.77881837
3309,472357.0658263848
3310,9429501.40724751
3311,35839301.49135071
3312,157753.57707916663
3313,43707019.97245219
3314,66234122.08761694
3315,100064707.367529
3316,5732245.47597642
3317,1246410.4794156132
3318,4125.630202107876
3319,4845194.967662166
3320,12906826.78949549
3321,11279915.138541268
3322,3066143.2281633355
3323,94751981.15010726
3324,2689171.3950197347
3325,49203642.10793674
3326,108717871.39733352
3327,58701791.09265572
3328,31822792.73851536
3329,9596734.764336722
3330,16490125.095879018
3331,6515.177975423863
3332,23675022.491343226
3333,445031134.8458501
3334,907777.0248155835
3335,16489658.777042912
3336,15671279.76968591
3337,22025.425882671956
3338,52075837.33545144
3339,1355656.6932185553
3340,76369545.67216858
3341,8698888.915558083
3342,50344198.65683666
3343,91652656.8027938
3344,838156.3699397184
3345,212029.66159589475
3346,9904694.902212858
3347,66750.25506058795
3348,47522642.99607122
3349,57842261.477913044
3350,402931064.07332593
3351,19517805.308478333
3352,743252.7265856932
3353,51570209.94133764
3354,431348.1471006667
3355,3745572.220547745
3356,14506501.515382154
3357,378801.26002143463
3358,7266710.817028237
3359,29666198.8539512
3360,28645545.559401233
3361,18689646.92159781
3362,4261559.142025537
3363,4944515.794294575
3364,64524940.76979347
3365,1248724.3323220212
3366,125981077.69391143
3367,107494674.93788004
3368,3413527.139623434
3369,37280429.06697142
3370,98989785.58585739
3371,12009963.249566035
3372,8614284.11197839
3373,41345387.506300986
3374,8482452.482184304
3375,56921789.71548358
3376,50174533.50918107
3377,2421119.3553093495
3378,12964728.567456583
3379,121608398.4802327
3380,47210955.85185629
3381,1208144.646072472
3382,56960.69582119938
3383,1304306.6229788517
3384,22180991.786454137
3385,105748779.5220112
3386,1186681.685075348
3387,6453498.359676055
3388,68357386.8071359
3389,1395770231.529992
3390,7260262.249660268
3391,21773755.246821586
3392,16052965.558079377
3393,3240905.653693363
3394,117200249.86759208
3395,119914508.91046469
3396,2496233.643088306
3397,365572.9971753379
3398,529790473.7519141
3399,196645198.91608024
3400,6832442.13645028
3401,516612.89866031386
3402,123176.06173265786
3403,26989082.12528296
3404,7210159.770660242
3405,4620508.696710179
3406,147952674.21698815
3407,93077605.763425
3408,3649494.29341553
3409,186212.34190738434
3410,40460991.08326431
3411,38102723.09453828
3412,5208755.543886154
3413,48005009.71748347
3414,23160564.40954394
3415,13244177.284639956
3416,24254701.34714572
3417,105748402.87566252
3418,63415358.65238981
3419,381330398.94834006
3420,1143947.0282385908
3421,5548154.304377803
3422,518333.33804301394
3423,770374539.9061941
3424,1000458.8335024875
3425,2372733.087001091
3426,3206023.7381234975
3427,2278956.689216195
3428,11138642.046248715
3429,17676232.737238128
3430,261904436.79650074
3431,1916155.7912254203
3432,2653731.874073097
3433,6051279.300114315
3434,4351119.427975637
3435,189621931.552894
3436,257221260.18965724
3437,2684905.379434112
3438,28709188.170252763
3439,24513895.496922
3440,135220725.64443222
3441,41616214.92145071
3442,1976397.43212908
3443,673847.459768223
3444,1272221.0417173726
3445,60525406.789157264
3446,294870.41006909846
3447,34151096.733265944
3448,45979055.016304895
3449,4076586.511350316
3450,62690518.181472644
3451,24878997.077042006
3452,52613795.14113994
3453,91949638.8059206
3454,33753078.72637525
3455,803583.9336321963
3456,295666977.90795654
3457,5498715.380528715
3458,11819374.48983987
3459,620938988.5457875
3460,19512167.730863485
3461,16945514.038275197
3462,37169941.413067095
3463,23394461.27829666
3464,1740101.1048461734
3465,10571914.229417056
3466,24292140.108667202
3467,6957303.726531282
3468,58463309.79357911
3469,462615.906306675
3470,64578.58698404704
3471,60182869.08803239
3472,1680116.817974153
3473,61916287.058891006
3474,34998045.62754177
3475,55112585.14811793
3476,13978277.530761715
3477,4835131.756170601
3478,6452320.822368831
3479,229079449.22872233
3480,3213447.529075197
3481,2833661.169929759
3482,398476.2286711989
3483,629913.2839442322
3484,1825180.2899269368
3485,60386144.779968865
3486,97691111.32913226
3487,51175670.038130894
3488,140457673.17982852
3489,14308868.125407705
3490,23316166.44136058
3491,39405076.92860498
3492,3646427.4126826026
3493,23528561.915245235
3494,412966.1770315111
3495,230372380.04874584
3496,26200774.37783824
3497,42966546.82901901
3498,2170361.255841358
3499,12621423.742634011
3500,26875.28526518205
3501,66356860.04244913
3502,48299001.12786089
3503,74718831.62633333
3504,51224762.44585477
3505,1092508.990156583
3506,61884001.1459159
3507,144204754.07372603
3508,13729430.703493277
3509,9887880.664809652
3510,8692723.562489491
3511,9820662.030436665
3512,169506177.5577556
3513,3201448.2426742897
3514,17606871.128779493
3515,1460626.8588739359
3516,35050718.48981697
3517,738282565.6186594
3518,8383669.727989632
3519,1499240.6191702422
3520,26471008.195482284
3521,50974.94626807966
3522,70464085.20608841
3523,23644846.60006171
3524,53375092.819686875
3525,153412360.07056057
3526,7126436.581369575
3527,17327240.278559256
3528,13823278.28615423
3529,721072102.3337817
3530,15993006.907215973
3531,77320309.9054242
3532,64606712.67883748
3533,28582182.712453056
3534,65562513.98372949
3535,186692565.21142283
3536,1016249.0987188576
3537,54831159.75193784
3538,120688071.16974208
3539,52295213.53686237
3540,5791215.822289768
3541,45274797.16990011
3542,29634026.399066202
3543,219622.79121944148
3544,82438470.43952852
3545,59234.508481085024
3546,671950.1091455205
3547,50060768.695801824
3548,362498424.4717528
3549,12053736.610960461
3550,100278382.0004911
3551,117018703.61091086
3552,72938786.73438962
3553,3579640.239234216
3554,118918301.22168157
3555,294831364.39431745
3556,5928981.711275358
3557,8423661.33345776
3558,252864584.1486268
3559,23681196.385709547
3560,129836.54790794177
3561,119063711.75321844
3562,433307.2989873147
3563,10423223.953089053
3564,176646.30655275277
3565,7362428.095190839
3566,35126539.731339194
3567,2739942.7651426936
3568,11476907.001067454
3569,60742418.757289365
3570,333725.4534629461
3571,11284258.945238097
3572,132326126.11364344
3573,10177909.109571282
3574,32423522.046439357
3575,618383.5860225079
3576,22110642.398519702
3577,30734614.572096974
3578,45261021.6630461
3579,53434662.56422492
3580,12514113.23419168
3581,5477338.446205066
3582,436828814.3024702
3583,438674.75582448416
3584,24762788.843532484
3585,39048172.6222202
3586,109206043.81576438
3587,6801684.09505974
3588,304678.68629977485
3589,22952043.417125884
3590,5288268.543345155
3591,666398466.5872285
3592,1015699.056696703
3593,425607.0786609578
3594,25065.06899036564
3595,81143521.62675712
3596,6289304.854236893
3597,1874918.4903155882
3598,25296073.520784423
3599,4367419.446315845
3600,4845936.332037648
3601,39851.87288718462
3602,235278.59647913225
3603,5263472.175816295
3604,4830849.797981819
3605,76744129.36230348
3606,114203.97646185989
3607,39667533.3150487
3608,282536267.466559
3609,111897.2294415792
3610,35266315.230160475
3611,446226.69886315573
3612,1782449.5485731647
3613,8832908.69810988
3614,182826899.7320523
3615,48951098.41815811
3616,4893735.149767784
3617,17906742.37007898
3618,91024730.85635719
3619,4040.898490422382
3620,117154309.23773271
3621,219472206.42402875
3622,196285115.70060578
3623,43662444.66200197
3624,58683.90145471642
3625,2194747.8991660136
3626,23527252.566652942
3627,14544460.663815865
3628,523681645.9072361
3629,1532165.1921571319
3630,338717.99033027183
3631,214864215.7993851
3632,7442794.966575752
3633,54158108.74956382
3634,820083.0306815583
3635,673199.756541573
3636,14366809.394300492
3637,2352613.7449291013
3638,15432362.947946906
3639,48933428.015781894
3640,194432940.47103065
3641,200490.67771037962
3642,580805.8349142959
3643,865890.0262583743
3644,8467249.906876104
3645,39845729.925856024
3646,955773.8055771082
3647,78483794.38285467
3648,7189111.755512735
3649,8497753.150531478
3650,9518560.697201606
3651,346334228.97122777
3652,52058476.0906313
3653,134050964.59255148
3654,1000174.0264727499
3655,39253349.14166762
3656,15741475.009429235
3657,14038.037551939304
3658,3873530.605356287
3659,132760265.57720886
3660,388580287.8255275
3661,1653341.5445936744
3662,15929642.096667899
3663,528732217.9887175
3664,478489.92672493786
3665,362933.9947985705
3666,7849204.729375167
3667,64659068.21437658
3668,23359718.102595177
3669,10270263.07105479
3670,12764894.861115368
3671,35244466.79082132
3672,7770928.787958666
3673,182002681.54565424
3674,5229571.970284368
3675,370346667.2517386
3676,44735752.66465455
3677,816128.8244510044
3678,7386075.817088349
3679,30852879.661534734
3680,2742816.362589645
3681,2786848.391756708
3682,180535940.65612668
3683,2914675.5684249154
3684,63006937.54583969
3685,157890469.7991854
3686,3125712.024605038
3687,122480956.95971686
3688,8101432.1765647
3689,856715.0942118698
3690,50800887.13261115
3691,512888.13093360444
3692,161505.8712768692
3693,59833830.309133805
3694,161507794.52561116
3695,91158564.94412999
3696,55326280.84712853
3697,7348019.360314442
3698,38406875.99693509
3699,8019354.271106541
3700,20926429.979504164
3701,71028329.55150762
3702,34396.08056557758
3703,64212083.295356296
3704,46629383.68655924
3705,1807583.9880975655
3706,211598849.42685333
3707,1848899.4001303173
3708,14331614.393749319
3709,299533514.4157103
